51,60,73
87,56,81
0,0,0
86,49,49
56,56,50
60,62,85
12,43,62
87,37,62
0,0,0
0,0,0
0,0,0
60,44,77
46,58,69
